id,well,mu_hourly,doubling_time_min,r_sqrd,min_OD,max_OD,window_start_time_min,delta,max_slope_od,warnings
43,D7,1.428471,29.114223,0.996422,0.102000,0.900000,120.000000,4.000000,0.125134,0.000000
44,D8,1.454921,28.584931,0.994579,0.100000,0.900000,120.000000,4.000000,0.126134,0.000000
45,D9,1.418367,29.321626,0.992738,0.101000,0.900000,120.000000,4.000000,0.127134,0.000000
46,D10,1.380899,30.117219,0.995414,0.102000,0.900000,120.000000,4.000000,0.133134,0.000000
47,D11,1.409017,29.516211,0.996153,0.101000,0.900000,120.000000,4.000000,0.126134,0.000000
48,D12,1.459168,28.501743,0.998044,0.100000,0.900000,120.000000,4.000000,0.108134,0.000000
49,E1,1.311578,31.709003,0.994106,0.099000,0.900000,135.000000,4.000000,0.137134,0.000000
50,E2,1.484268,28.019752,0.998332,0.099000,0.900000,120.000000,4.000000,0.109134,0.000000
51,E3,1.295032,32.114141,0.989712,0.100000,0.900000,135.000000,4.000000,0.146134,0.000000
52,E4,1.316884,31.581245,0.991560,0.100000,0.900000,135.000000,4.000000,0.145134,0.000000
53,E5,1.306482,31.832692,0.992637,0.101000,0.900000,135.000000,4.000000,0.150134,0.000000
54,E6,1.345200,30.916476,0.992947,0.099000,0.900000,135.000000,4.000000,0.140134,0.000000
55,E7,1.325659,31.372204,0.990338,0.099000,0.900000,135.000000,4.000000,0.151134,0.000000
56,E8,1.505605,27.622678,0.997995,0.099000,0.900000,120.000000,4.000000,0.113134,0.000000
57,E9,1.529305,27.194601,0.997139,0.100000,0.900000,120.000000,4.000000,0.113134,0.000000
58,E10,1.506071,27.614123,0.998641,0.099000,0.900000,120.000000,4.000000,0.110134,0.000000
59,E11,1.316806,31.583115,0.990495,0.099000,0.900000,135.000000,4.000000,0.150134,0.000000
60,E12,1.480664,28.087961,0.997733,0.099000,0.900000,120.000000,4.000000,0.114134,0.000000
61,F1,1.376629,30.210622,0.996354,0.103000,0.900000,120.000000,4.000000,0.130134,0.000000
62,F2,1.371789,30.317214,0.996168,0.103000,0.900000,120.000000,4.000000,0.134134,0.000000
63,F3,1.464678,28.394522,0.998303,0.100000,0.900000,120.000000,4.000000,0.121134,0.000000
64,F4,1.443590,28.809318,0.996138,0.101000,0.900000,120.000000,4.000000,0.126134,0.000000
65,F5,1.473218,28.229926,0.998438,0.101000,0.900000,120.000000,4.000000,0.117134,0.000000
66,F6,1.387997,29.963205,0.993339,0.101000,0.900000,120.000000,4.000000,0.137134,0.000000
67,F7,1.372590,30.299536,0.998041,0.101000,0.900000,120.000000,4.000000,0.119134,0.000000
68,F8,1.375928,30.226015,0.993779,0.102000,0.900000,120.000000,4.000000,0.136134,0.000000
69,F9,1.423123,29.223633,0.997142,0.101000,0.900000,120.000000,4.000000,0.126134,0.000000
70,F10,1.414685,29.397947,0.995242,0.102000,0.900000,120.000000,4.000000,0.127134,0.000000
71,F11,1.416091,29.368764,0.996670,0.101000,0.900000,120.000000,4.000000,0.126134,0.000000
72,F12,1.402744,29.648190,0.995146,0.100000,0.900000,120.000000,4.000000,0.128134,0.000000
73,G1,1.416913,29.351718,0.997545,0.101000,0.900000,120.000000,4.000000,0.121134,0.000000
74,G2,1.452636,28.629907,0.997620,0.100000,0.900000,120.000000,4.000000,0.121134,0.000000
75,G3,1.370488,30.345993,0.994769,0.102000,0.900000,120.000000,4.000000,0.135134,0.000000
76,G4,1.361093,30.555464,0.996296,0.102000,0.900000,120.000000,4.000000,0.135134,0.000000
77,G5,1.380155,30.133446,0.994486,0.102000,0.900000,120.000000,4.000000,0.136134,0.000000
78,G6,1.404728,29.606316,0.996038,0.101000,0.900000,120.000000,4.000000,0.128134,0.000000
79,G7,1.389061,29.940256,0.996120,0.101000,0.900000,120.000000,4.000000,0.131134,0.000000
80,G8,1.473699,28.220705,0.996279,0.100000,0.900000,120.000000,4.000000,0.126134,0.000000
81,G9,1.455420,28.575142,0.997701,0.101000,0.900000,120.000000,4.000000,0.119134,0.000000
82,G10,1.466961,28.350332,0.996158,0.099000,0.900000,120.000000,4.000000,0.121134,0.000000
83,G11,1.466292,28.363273,0.997872,0.100000,0.900000,120.000000,4.000000,0.115134,0.000000
84,G12,1.419419,29.299895,0.997561,0.101000,0.900000,120.000000,4.000000,0.121134,0.000000
85,H1,1.358594,30.611675,0.999931,0.100000,0.900000,135.000000,4.000000,0.119134,0.000000
86,H2,1.442650,28.828083,0.997385,0.100000,0.900000,120.000000,4.000000,0.112134,0.000000
87,H3,1.461339,28.459406,0.998331,0.100000,0.900000,120.000000,4.000000,0.110134,0.000000
88,H4,1.378512,30.169362,0.994046,0.098000,0.900000,135.000000,4.000000,0.127134,0.000000
89,H5,1.426282,29.158913,0.996403,0.102000,0.900000,120.000000,4.000000,0.127134,0.000000
90,H6,1.311487,31.711206,0.993808,0.100000,0.900000,135.000000,4.000000,0.139134,0.000000
91,H7,1.359669,30.587462,0.995680,0.100000,0.900000,120.000000,4.000000,0.125134,0.000000
92,H8,1.329230,31.287919,0.992335,0.099000,0.900000,135.000000,4.000000,0.139134,0.000000
93,H9,1.272418,32.684890,0.990196,0.100000,0.900000,135.000000,4.000000,0.148134,0.000000
94,H10,1.464600,28.396028,0.998313,0.100000,0.900000,120.000000,4.000000,0.108134,0.000000
95,H11,1.324902,31.390129,0.995328,0.102000,0.900000,120.000000,4.000000,0.137134,0.000000
