id,well,mu_hourly,doubling_time_min,r_sqrd,min_OD,max_OD,window_start_time_min,delta,max_slope_od,warnings
24,B12,0.757320,54.915771,0.999803,0.103000,0.900000,255.000000,4.000000,0.260225,0.000000
25,C1,0.785615,52.937932,0.997429,0.110000,0.900000,150.000000,4.000000,0.176225,0.000000
26,C2,0.847739,49.058548,0.995355,0.110000,0.900000,120.000000,4.000000,0.190225,0.000000
27,C3,0.533556,77.946539,0.999951,0.100000,0.900000,210.000000,4.000000,0.157225,0.000000
28,C4,0.775816,53.606576,0.999712,0.103000,0.900000,210.000000,4.000000,0.153225,0.000000
29,C5,0.831433,50.020662,0.997302,0.108000,0.900000,180.000000,4.000000,0.177225,0.000000
30,C6,0.821535,50.623301,0.998179,0.110000,0.900000,180.000000,4.000000,0.184225,0.000000
31,C7,1.063426,39.108359,0.998384,0.108000,0.900000,165.000000,4.000000,0.356225,0.000000
32,C8,1.070854,38.837068,0.997187,0.109000,0.900000,165.000000,4.000000,0.376225,0.000000
33,C9,1.150150,36.159498,0.999409,0.109000,0.900000,150.000000,4.000000,0.343225,0.000000
34,C10,1.181666,35.195069,0.999170,0.106000,0.900000,150.000000,4.000000,0.293225,0.000000
35,C11,0.857547,48.497410,0.997131,0.107000,0.900000,180.000000,4.000000,0.167225,0.000000
36,C12,0.883038,47.097422,0.997015,0.108000,0.900000,165.000000,4.000000,0.160225,0.000000
37,D1,0.756121,55.002844,0.999720,0.111000,0.900000,195.000000,4.000000,0.329225,0.000000
38,D2,0.900161,46.201569,0.998937,0.112000,0.900000,105.000000,4.000000,0.182225,0.000000
39,D3,0.320830,129.629003,0.998715,0.104000,0.550225,195.000000,4.000000,0.130225,0.000000
40,D4,0.661187,62.900239,0.999484,0.103000,0.900000,210.000000,4.000000,0.173225,0.000000
41,D5,0.867402,47.946435,0.996918,0.108000,0.900000,180.000000,4.000000,0.173225,0.000000
42,D6,0.860532,48.329219,0.997233,0.111000,0.900000,165.000000,4.000000,0.166225,0.000000
43,D7,1.061295,39.186870,0.996520,0.109000,0.900000,165.000000,4.000000,0.381225,0.000000
44,D8,1.042905,39.877862,0.995516,0.109000,0.900000,165.000000,4.000000,0.397225,0.000000
45,D9,1.104003,37.670955,0.997740,0.110000,0.900000,150.000000,4.000000,0.357225,0.000000
46,D10,1.118745,37.174540,0.998431,0.110000,0.900000,150.000000,4.000000,0.354225,0.000000
47,D11,0.816488,50.936238,0.998226,0.103000,0.900000,210.000000,4.000000,0.185225,0.000000
48,D12,0.860532,48.329219,0.997233,0.109000,0.900000,165.000000,4.000000,0.166225,0.000000
49,E1,0.754075,55.152130,0.999662,0.107000,0.900000,165.000000,4.000000,0.178225,0.000000
50,E2,0.827958,50.230585,0.997038,0.109000,0.900000,120.000000,4.000000,0.196225,0.000000
51,E3,0.550256,75.580906,0.999943,0.101000,0.900000,180.000000,4.000000,0.157225,0.000000
52,E4,0.808317,51.451146,0.996531,0.104000,0.900000,165.000000,4.000000,0.165225,0.000000
53,E5,0.886831,46.895980,0.995198,0.109000,0.900000,165.000000,4.000000,0.165225,0.000000
54,E6,0.824056,50.468430,0.998038,0.108000,0.900000,180.000000,4.000000,0.189225,0.000000
55,E7,1.053504,39.476658,0.995730,0.109000,0.900000,165.000000,4.000000,0.390225,0.000000
56,E8,1.034993,40.182729,0.995682,0.110000,0.900000,165.000000,4.000000,0.399225,0.000000
57,E9,1.078690,38.554951,0.989380,0.111000,0.900000,150.000000,4.000000,0.396225,0.000000
58,E10,1.099403,37.828547,0.990802,0.110000,0.900000,150.000000,4.000000,0.389225,0.000000
59,E11,1.048299,39.672685,0.996950,0.109000,0.900000,165.000000,4.000000,0.384225,0.000000
60,E12,1.045345,39.784782,0.995926,0.108000,0.900000,165.000000,4.000000,0.390225,0.000000
61,F1,0.753440,55.198587,0.998126,0.109000,0.900000,150.000000,4.000000,0.193225,0.000000
62,F2,0.924404,44.989888,0.998623,0.109000,0.900000,105.000000,4.000000,0.167225,0.000000
63,F3,0.620423,67.032994,0.998277,0.101000,0.900000,165.000000,4.000000,0.138225,0.000000
64,F4,0.866041,48.021804,0.995034,0.102000,0.900000,210.000000,4.000000,0.165225,0.000000
65,F5,0.814357,51.069510,0.998759,0.105000,0.900000,195.000000,4.000000,0.189225,0.000000
66,F6,0.860532,48.329219,0.997233,0.106000,0.900000,180.000000,4.000000,0.166225,0.000000
67,F7,1.119534,37.148347,0.988860,0.110000,0.900000,120.000000,4.000000,0.199225,0.000000
68,F8,1.083911,38.369232,0.989920,0.111000,0.900000,150.000000,4.000000,0.394225,0.000000
69,F9,1.108935,37.503404,0.999763,0.109000,0.900000,150.000000,4.000000,0.339225,0.000000
70,F10,1.113933,37.335118,0.999741,0.110000,0.900000,150.000000,4.000000,0.342225,0.000000
71,F11,1.041117,39.946370,0.996831,0.109000,0.900000,165.000000,4.000000,0.385225,0.000000
72,F12,1.134008,36.674201,0.984540,0.109000,0.900000,120.000000,4.000000,0.192225,0.000000
73,G1,0.733047,56.734229,0.998064,0.109000,0.900000,150.000000,4.000000,0.181225,0.000000
74,G2,0.902104,46.102053,0.990541,0.110000,0.900000,120.000000,4.000000,0.182225,0.000000
75,G3,0.816484,50.936517,0.995567,0.101000,0.900000,225.000000,4.000000,0.160225,0.000000
76,G4,0.946667,43.931826,0.999269,0.104000,0.900000,210.000000,4.000000,0.274225,0.000000
77,G5,0.855596,48.608007,0.995797,0.108000,0.900000,165.000000,4.000000,0.160225,0.000000
78,G6,0.845741,49.174416,0.996591,0.107000,0.900000,180.000000,4.000000,0.168225,0.000000
79,G7,1.058011,39.308488,0.995320,0.106000,0.900000,135.000000,4.000000,0.195225,0.000000
80,G8,1.081461,38.456170,0.997716,0.111000,0.900000,150.000000,4.000000,0.368225,0.000000
81,G9,1.078036,38.578326,0.994218,0.112000,0.900000,150.000000,4.000000,0.385225,0.000000
82,G10,1.100226,37.800274,0.996188,0.111000,0.900000,150.000000,4.000000,0.366225,0.000000
83,G11,1.093778,38.023087,0.988354,0.110000,0.900000,120.000000,4.000000,0.198225,0.000000
84,G12,1.009502,41.197363,0.999814,0.108000,0.900000,165.000000,4.000000,0.342225,0.000000
85,H1,0.817192,50.892369,0.992647,0.112000,0.900000,135.000000,4.000000,0.166225,0.000000
86,H2,0.786666,52.867175,0.989297,0.112000,0.900000,135.000000,4.000000,0.186225,0.000000
87,H3,0.766772,54.238815,0.997392,0.102000,0.900000,225.000000,4.000000,0.150225,0.000000
88,H4,0.806961,51.537581,0.995462,0.103000,0.900000,210.000000,4.000000,0.158225,0.000000
89,H5,0.851978,48.814431,0.995852,0.109000,0.900000,165.000000,4.000000,0.163225,0.000000
90,H6,0.845856,49.167717,0.997268,0.106000,0.900000,180.000000,4.000000,0.169225,0.000000
91,H7,1.044990,39.798304,0.992938,0.111000,0.900000,120.000000,4.000000,0.203225,0.000000
92,H8,1.027346,40.481805,0.993911,0.111000,0.900000,150.000000,4.000000,0.386225,0.000000
93,H9,1.058011,39.308511,0.999977,0.110000,0.900000,150.000000,4.000000,0.332225,0.000000
94,H10,1.039016,40.027138,0.993392,0.112000,0.900000,150.000000,4.000000,0.378225,0.000000
95,H11,1.008752,41.228014,0.995541,0.114000,0.900000,120.000000,4.000000,0.220225,0.000000
