id,well,mu_hourly,doubling_time_min,r_sqrd,min_OD,max_OD,window_start_time_min,delta,max_slope_od,warnings
33,C9,1.510311,27.536609,0.999772,0.109000,0.900000,90.000000,4.000000,0.108225,0.000000
34,C10,1.345608,30.907097,0.988302,0.106000,0.900000,105.000000,4.000000,0.131225,0.000000
35,C11,1.014732,40.985059,0.999635,0.107000,0.900000,150.000000,4.000000,0.106225,0.000000
36,C12,1.056861,39.351284,0.999477,0.108000,0.900000,135.000000,4.000000,0.100225,0.000000
37,D1,1.074869,38.691990,0.999961,0.111000,0.900000,105.000000,4.000000,0.098225,0.000000
38,D2,1.059336,39.259324,0.995695,0.112000,0.900000,75.000000,4.000000,0.114225,0.000000
39,D3,0.574193,72.430059,0.992333,0.104000,0.550225,120.000000,4.000000,0.078225,0.000000
40,D4,0.739600,56.231494,0.999589,0.103000,0.900000,150.000000,4.000000,0.087225,0.000000
41,D5,1.039261,40.017684,0.999775,0.108000,0.900000,135.000000,4.000000,0.085225,0.000000
42,D6,1.017093,40.889882,0.999243,0.111000,0.900000,135.000000,4.000000,0.105225,0.000000
43,D7,1.377941,30.181865,0.997444,0.109000,0.900000,105.000000,4.000000,0.131225,0.000000
44,D8,1.377446,30.192719,0.998508,0.109000,0.900000,105.000000,4.000000,0.136225,0.000000
45,D9,1.461085,28.464348,0.999645,0.110000,0.900000,90.000000,4.000000,0.116225,0.000000
46,D10,1.514839,27.454293,0.999917,0.110000,0.900000,90.000000,4.000000,0.112225,0.000000
47,D11,1.027030,40.494270,0.999547,0.103000,0.900000,165.000000,4.000000,0.095225,0.000000
48,D12,1.036535,40.122939,0.998377,0.109000,0.900000,135.000000,4.000000,0.105225,0.000000
49,E1,1.027030,40.494270,0.999547,0.107000,0.900000,120.000000,4.000000,0.095225,0.000000
50,E2,1.116530,37.248276,0.996464,0.109000,0.900000,75.000000,4.000000,0.097225,0.000000
51,E3,0.771474,53.908245,0.990674,0.101000,0.900000,105.000000,4.000000,0.076225,0.000000
52,E4,0.939608,44.261893,0.999252,0.104000,0.900000,135.000000,4.000000,0.107225,0.000000
53,E5,1.036548,40.122431,0.999525,0.109000,0.900000,135.000000,4.000000,0.102225,0.000000
54,E6,1.066954,38.979013,0.998279,0.108000,0.900000,135.000000,4.000000,0.096225,0.000000
55,E7,1.375692,30.231201,0.999022,0.109000,0.900000,105.000000,4.000000,0.133225,0.000000
56,E8,1.351361,30.775507,0.998611,0.110000,0.900000,105.000000,4.000000,0.140225,0.000000
57,E9,1.484361,28.018004,0.999348,0.111000,0.900000,90.000000,4.000000,0.127225,0.000000
58,E10,1.496627,27.788379,0.999845,0.110000,0.900000,90.000000,4.000000,0.122225,0.000000
59,E11,1.368898,30.381241,0.997984,0.109000,0.900000,105.000000,4.000000,0.132225,0.000000
60,E12,1.367812,30.405365,0.997915,0.108000,0.900000,105.000000,4.000000,0.134225,0.000000
61,F1,1.118649,37.177731,0.999752,0.109000,0.900000,105.000000,4.000000,0.099225,0.000000
62,F2,1.142251,36.409532,0.996995,0.109000,0.900000,75.000000,4.000000,0.103225,0.000000
63,F3,0.756209,54.996472,0.996660,0.101000,0.900000,120.000000,4.000000,0.085225,0.000000
64,F4,0.969585,42.893413,0.999210,0.102000,0.900000,165.000000,4.000000,0.082225,0.000000
65,F5,1.038099,40.062507,0.999654,0.105000,0.900000,150.000000,4.000000,0.097225,0.000000
66,F6,1.017093,40.889882,0.999243,0.106000,0.900000,150.000000,4.000000,0.105225,0.000000
67,F7,1.426461,29.155248,0.999620,0.110000,0.900000,90.000000,4.000000,0.106225,0.000000
68,F8,1.491038,27.892539,0.999520,0.111000,0.900000,90.000000,4.000000,0.127225,0.000000
69,F9,1.506169,27.612319,0.999794,0.109000,0.900000,90.000000,4.000000,0.110225,0.000000
70,F10,1.498561,27.752507,0.999655,0.110000,0.900000,90.000000,4.000000,0.110225,0.000000
71,F11,1.362449,30.525056,0.998440,0.109000,0.900000,105.000000,4.000000,0.133225,0.000000
72,F12,1.348355,30.844124,0.998534,0.109000,0.900000,105.000000,4.000000,0.142225,0.000000
73,G1,1.096984,37.911962,0.999941,0.109000,0.900000,105.000000,4.000000,0.094225,0.000000
74,G2,1.231385,33.774038,0.996510,0.110000,0.900000,90.000000,4.000000,0.110225,0.000000
75,G3,0.927384,44.845307,0.998706,0.101000,0.900000,180.000000,4.000000,0.082225,0.000000
76,G4,1.142475,36.402411,0.999482,0.104000,0.900000,150.000000,4.000000,0.108225,0.000000
77,G5,1.039360,40.013900,0.999136,0.108000,0.900000,135.000000,4.000000,0.101225,0.000000
78,G6,1.022486,40.674247,0.999030,0.107000,0.900000,150.000000,4.000000,0.107225,0.000000
79,G7,1.379452,30.148807,0.998789,0.106000,0.900000,105.000000,4.000000,0.111225,0.000000
80,G8,1.472618,28.241432,0.999746,0.111000,0.900000,90.000000,4.000000,0.121225,0.000000
81,G9,1.470945,28.273542,0.999587,0.112000,0.900000,90.000000,4.000000,0.127225,0.000000
82,G10,1.465280,28.382854,0.999847,0.111000,0.900000,90.000000,4.000000,0.118225,0.000000
83,G11,1.409670,29.502521,0.999687,0.110000,0.900000,90.000000,4.000000,0.107225,0.000000
84,G12,1.343708,30.950793,0.998897,0.108000,0.900000,105.000000,4.000000,0.129225,0.000000
85,H1,1.063942,39.089361,0.999567,0.112000,0.900000,105.000000,4.000000,0.107225,0.000000
86,H2,1.148457,36.212801,0.999534,0.112000,0.900000,90.000000,4.000000,0.092225,0.000000
87,H3,0.918066,45.300458,0.999380,0.102000,0.900000,180.000000,4.000000,0.080225,0.000000
88,H4,0.923074,45.054702,0.999952,0.103000,0.900000,165.000000,4.000000,0.081225,0.000000
89,H5,1.015663,40.947472,0.999284,0.109000,0.900000,135.000000,4.000000,0.103225,0.000000
90,H6,1.028224,40.447241,0.999438,0.106000,0.900000,135.000000,4.000000,0.085225,0.000000
91,H7,1.360302,30.573227,0.999438,0.111000,0.900000,90.000000,4.000000,0.115225,0.000000
92,H8,1.418127,29.326597,0.997367,0.111000,0.900000,90.000000,4.000000,0.134225,0.000000
93,H9,1.455510,28.573368,0.999907,0.110000,0.900000,90.000000,4.000000,0.113225,0.000000
94,H10,1.394260,29.828612,0.999079,0.112000,0.900000,90.000000,4.000000,0.128225,0.000000
95,H11,1.330719,31.252900,0.998978,0.114000,0.900000,90.000000,4.000000,0.130225,0.000000
