id,well,mu_hourly,doubling_time_min,r_sqrd,min_OD,max_OD,window_start_time_min,delta,max_slope_od,warnings
22,B10,1.442333,28.834412,0.997992,0.099000,0.900000,120.000000,4.000000,0.110940,0.000000
23,B11,1.429987,29.083357,0.998530,0.102000,0.900000,105.000000,4.000000,0.130940,0.000000
24,B12,1.440394,28.873238,0.999363,0.101000,0.900000,105.000000,4.000000,0.125940,0.000000
25,C1,1.360738,30.563429,0.999287,0.103000,0.900000,105.000000,4.000000,0.116940,0.000000
26,C2,1.261267,32.973858,0.999578,0.101000,0.900000,90.000000,4.000000,0.123940,0.000000
27,C3,1.327123,31.337592,0.999461,0.103000,0.900000,90.000000,4.000000,0.115940,0.000000
28,C4,1.363258,30.506941,0.998693,0.101000,0.900000,105.000000,4.000000,0.127940,0.000000
29,C5,1.420233,29.283099,0.998742,0.102000,0.900000,105.000000,4.000000,0.129940,0.000000
30,C6,1.426921,29.145859,0.999008,0.103000,0.900000,105.000000,4.000000,0.129940,0.000000
31,C7,1.428892,29.105647,0.998875,0.103000,0.900000,105.000000,4.000000,0.123940,0.000000
32,C8,1.414505,29.401678,0.998075,0.102000,0.900000,105.000000,4.000000,0.121940,0.000000
33,C9,1.457218,28.539890,0.998541,0.102000,0.900000,105.000000,4.000000,0.119940,0.000000
34,C10,1.273150,32.666091,0.991734,0.100000,0.900000,120.000000,4.000000,0.147940,0.000000
35,C11,1.452412,28.634317,0.998684,0.101000,0.900000,105.000000,4.000000,0.112940,0.000000
36,C12,1.396842,29.773460,0.998713,0.101000,0.900000,105.000000,4.000000,0.115940,0.000000
37,D1,1.350547,30.794072,0.998321,0.099000,0.900000,120.000000,4.000000,0.129940,0.000000
38,D2,1.178374,35.293417,0.999021,0.101000,0.900000,90.000000,4.000000,0.113940,0.000000
39,D3,1.227381,33.884213,0.998956,0.099000,0.900000,90.000000,4.000000,0.108940,0.000000
40,D4,1.359931,30.581585,0.999567,0.099000,0.900000,105.000000,4.000000,0.115940,0.000000
41,D5,1.354892,30.695318,0.996924,0.100000,0.900000,120.000000,4.000000,0.135940,0.000000
42,D6,1.430614,29.070623,0.997480,0.099000,0.900000,120.000000,4.000000,0.125940,0.000000
43,D7,1.424939,29.186393,0.997879,0.099000,0.900000,120.000000,4.000000,0.122940,0.000000
44,D8,1.424493,29.195525,0.998842,0.099000,0.900000,120.000000,4.000000,0.108940,0.000000
45,D9,1.454876,28.585827,0.998292,0.098000,0.900000,120.000000,4.000000,0.119940,0.000000
46,D10,1.257697,33.067440,0.989209,0.098000,0.900000,135.000000,4.000000,0.143940,0.000000
47,D11,1.432063,29.041196,0.998251,0.099000,0.900000,120.000000,4.000000,0.122940,0.000000
48,D12,1.424588,29.193581,0.997661,0.098000,0.900000,120.000000,4.000000,0.118940,0.000000
49,E1,1.358908,30.604595,0.997651,0.098000,0.900000,120.000000,4.000000,0.116940,0.000000
50,E2,1.177150,35.330104,0.999241,0.099000,0.900000,90.000000,4.000000,0.109940,0.000000
51,E3,1.225413,33.938628,0.998705,0.098000,0.900000,90.000000,4.000000,0.099940,0.000000
52,E4,1.402319,29.657176,0.999016,0.100000,0.900000,105.000000,4.000000,0.110940,0.000000
53,E5,1.410088,29.493791,0.998011,0.099000,0.900000,120.000000,4.000000,0.123940,0.000000
54,E6,1.434425,28.993388,0.998315,0.098000,0.900000,120.000000,4.000000,0.120940,0.000000
55,E7,1.439500,28.891157,0.998255,0.098000,0.900000,120.000000,4.000000,0.114940,0.000000
56,E8,1.425812,29.168526,0.998370,0.098000,0.900000,120.000000,4.000000,0.113940,0.000000
57,E9,1.463278,28.421692,0.997232,0.098000,0.900000,120.000000,4.000000,0.123940,0.000000
58,E10,1.397288,29.763971,0.998569,0.099000,0.900000,120.000000,4.000000,0.109940,0.000000
59,E11,1.435304,28.975631,0.997636,0.098000,0.900000,120.000000,4.000000,0.123940,0.000000
60,E12,1.411210,29.470334,0.997818,0.097000,0.900000,120.000000,4.000000,0.117940,0.000000
61,F1,1.354795,30.697498,0.998470,0.100000,0.900000,120.000000,4.000000,0.125940,0.000000
62,F2,1.227338,33.885380,0.999813,0.097000,0.900000,90.000000,4.000000,0.094940,0.000000
63,F3,1.250816,33.249347,0.999661,0.100000,0.900000,105.000000,4.000000,0.122940,0.000000
64,F4,1.344821,30.925186,0.998694,0.098000,0.900000,135.000000,4.000000,0.118940,0.000000
65,F5,1.445148,28.778253,0.998164,0.097000,0.900000,120.000000,4.000000,0.108940,0.000000
66,F6,1.431976,29.042975,0.998070,0.098000,0.900000,120.000000,4.000000,0.118940,0.000000
67,F7,1.438629,28.908649,0.998881,0.098000,0.900000,120.000000,4.000000,0.111940,0.000000
68,F8,1.430859,29.065632,0.998551,0.098000,0.900000,120.000000,4.000000,0.111940,0.000000
69,F9,1.450027,28.681417,0.997722,0.098000,0.900000,120.000000,4.000000,0.126940,0.000000
70,F10,1.417186,29.346059,0.998639,0.098000,0.900000,120.000000,4.000000,0.112940,0.000000
71,F11,1.414018,29.411811,0.997591,0.098000,0.900000,120.000000,4.000000,0.128940,0.000000
72,F12,1.406298,29.573263,0.997460,0.097000,0.900000,120.000000,4.000000,0.117940,0.000000
73,G1,1.410811,29.478673,0.997131,0.102000,0.900000,105.000000,4.000000,0.143940,0.000000
74,G2,1.405014,29.600290,0.998003,0.102000,0.900000,105.000000,4.000000,0.131940,0.000000
75,G3,1.361046,30.556519,0.999724,0.103000,0.900000,105.000000,4.000000,0.113940,0.000000
76,G4,1.379075,30.157051,0.999679,0.101000,0.900000,105.000000,4.000000,0.118940,0.000000
77,G5,1.424545,29.194469,0.998811,0.102000,0.900000,105.000000,4.000000,0.127940,0.000000
78,G6,1.383055,30.070261,0.999085,0.104000,0.900000,105.000000,4.000000,0.130940,0.000000
79,G7,1.421536,29.256269,0.999535,0.102000,0.900000,105.000000,4.000000,0.113940,0.000000
80,G8,1.472978,28.234519,0.998985,0.101000,0.900000,105.000000,4.000000,0.115940,0.000000
81,G9,1.395418,29.803862,0.998556,0.101000,0.900000,105.000000,4.000000,0.111940,0.000000
82,G10,1.330616,31.255313,0.998045,0.100000,0.900000,120.000000,4.000000,0.130940,0.000000
83,G11,1.417405,29.341524,0.999778,0.102000,0.900000,105.000000,4.000000,0.108940,0.000000
84,G12,1.346964,30.875973,0.997431,0.108000,0.900000,105.000000,4.000000,0.146940,0.000000
85,H1,1.369128,30.376146,0.999877,0.101000,0.900000,105.000000,4.000000,0.101940,0.000000
86,H2,1.345288,30.914446,0.997178,0.099000,0.900000,120.000000,4.000000,0.134940,0.000000
87,H3,1.376303,30.217798,0.998069,0.099000,0.900000,120.000000,4.000000,0.129940,0.000000
88,H4,1.320671,31.490691,0.998309,0.101000,0.900000,120.000000,4.000000,0.129940,0.000000
89,H5,1.328515,31.304756,0.995984,0.101000,0.900000,120.000000,4.000000,0.138940,0.000000
90,H6,1.385603,30.014975,0.998846,0.099000,0.900000,120.000000,4.000000,0.108940,0.000000
91,H7,1.374104,30.266147,0.998481,0.101000,0.900000,120.000000,4.000000,0.116940,0.000000
92,H8,1.383525,30.060059,0.998163,0.100000,0.900000,120.000000,4.000000,0.119940,0.000000
93,H9,1.377510,30.191311,0.997821,0.100000,0.900000,120.000000,4.000000,0.117940,0.000000
94,H10,1.392704,29.861936,0.997690,0.099000,0.900000,120.000000,4.000000,0.116940,0.000000
95,H11,1.417873,29.331839,0.997734,0.097000,0.900000,120.000000,4.000000,0.111940,0.000000
